nid,vid,title
997978,998707,"Freestyle Design 100"
997983,998712,"HIV protease"
997989,998718,"Freestyle Symmetric Design: 40 Dimer"
997991,998720,"Freestyle Symmetric Design: 40 Trimer"
998001,998730,"917: CASP11 T0802: WeFold Round"
998003,998732,"916: CASP11 T0803: WeFold Round"
998008,998737,"Freestyle Design 500"
998016,998745,"919: 70 Residue Monomer Design: Strand Constraints"
998019,998748,"Nanog Transcription Factor"
998023,998752,"918: Extra Credit CASP11 T0804: WeFold "
998037,998766,"920: CASP11 Target Ts785: Sparse Data Contacts"
998038,998767,"Beginner Puzzle (<150): Parabacteroides Distasonis"
998043,998772,"920b: CASP11 Target Ts785: Sparse Data Contacts"
998048,998777,"921: CASP11 Refinement Target: TR280"
998049,998778,"922: CASP11 Refinement Target: TR780"
998055,998784,"Freestyle Design: Variable Length"
998061,998790,"923: CASP11 Refinement Target: TR283"
998062,998791,"924: CASP11 Refinement Target: TR774"
998070,998799,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
998071,998800,"925: CASP11 Target Tc785: True Contacts"
998073,998802,"926: CASP11 T0818: WeFold Round "
998077,998806,"927: CASP11 T0816: WeFold Round"
998087,998816,"928: CASP11 Refinement Target: TR792"
998088,998817,"929: CASP11 T0820: WeFold Round "
998090,998819,"930: CASP11 T0822: WeFold Round "
998098,998827,"931: CASP11 T0824: WeFold Round "
998103,998832,"932: CASP11 Refinement Target: TR795"
998107,998836,"934: CASP11 Refinement Target: TR803"
998108,998837,"Beginner Puzzle (<150): Docking Design"
998113,998842,"Freestyle Design: Variable Length"
998115,998844,"933: CASP11 Target Ts802: Sparse Data Contacts"
998121,998850,"935: Extra Credit CASP11 Refinement Target: TR811"
998124,998853,"936: CASP11 Refinement Target: TR829"
998126,998855,"[DEVPREV] Secondary Structure Filter"
998131,998860,"Nanog Transcription Factor"
998133,998862,"Abeta Binder Piecewise Design"
998134,998863,"933b: CASP11 Target Ts802: Sparse Data Contacts"
998136,998865,"Beginner Puzzle (<150): Symmetry Design"
998143,998872,"937: 65 Residue Monomer Design"
998147,998876,"938: CASP11 T0838: WeFold Round "
998150,998879,"Nanog Transcription Factor"
998152,998881,"Abeta Binder Piecewise Design"
998155,998884,"939: CASP11 Target Ts810: Sparse Data Contacts"
998156,998885,"940: CASP11 Target Tc802: True Contacts"
998158,998887,"941: CASP11 T0842: WeFold Round"
998160,998889,"941: CASP11 T0842: WeFold Round "
998168,998897,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
998171,998900,"Nanog Transcription Factor"
998172,998901,"942: CASP11 T0837: WeFold Round"
998179,998908,"943: CASP11 T0844: WeFold Round"
998183,998912,"Freestyle Design 40"
998186,998915,"944: CASP11 T0846: WeFold Round"
998191,998920,"945: CASP11 Refinement Target: TR816"
998198,998927,"946: CASP11 T0853: WeFold Round "
998201,998930,"947: Bonus CASP11 T0848: Quick WeFold Round"
998205,998934,"Beginner Puzzle (<150): Easy Mini Freestyle"
998207,998936,"948: CASP11 T0855: Final WeFold Round"
998214,998943,"Freestyle Design 100"
998216,998945,"949: CASP11 Target Ts818: Sparse Data Contacts"
998219,998948,"950: CASP11 Refinement Target: TR833"
998228,998957,"Freestyle Design 40"
998229,998958,"951: CASP11 Target Ts824: Sparse Data Contacts"
998231,998960,"952: CASP11 Refinement Target: TR822"
998233,998962,"Freestyle Design: Variable Length"
998237,998966,"Nanog Transcription Factor"
998240,998969,"Abeta Binder Piecewise Design"
998244,998973,"953: CASP11 Refinement Target: TR228"
998245,998974,"954: CASP11 Refinement Target: TR828"
998247,998976,"956: CASP11 Refinement Target: TR857"
998248,998977,"957: CASP11 Refinement Target: TR856"
998250,998979,"Beginner Puzzle (<150): Parabacteroides Distasonis"
998252,998981,"955: 70 Residue Monomer Design"
998257,998986,"958: CASP11 Target Ts827: Sparse Data Contacts"
998262,998991,"959: CASP11 Target Tc810: True Contacts"
998263,998992,"960: CASP11 Refinement Target: TR854"
998264,998993,"961: CASP11 Refinement Target: TR837"
998265,998994,"964: CASP11 Refinement Target: TR848"
998268,998997,"Freestyle Design 20"
998270,998999,"Freestyle Design: Variable Length"
998272,999001,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
998273,999002,"962: CASP11 Target Tc818: True Contacts"
998275,999004,"963: CASP11 Target Tc824: True Contacts"
998289,999018,"965: CASP11 Target Tc848: True Contacts"
998290,999019,"966: CASP11 Target Tc853: True Contacts"
998295,999024,"Nanog Transcription Factor"
998297,999026,"Abeta Binder Piecewise Design"
998298,999027,"967: CASP11 Target Tc827: True Contacts"
998303,999032,"Contest Template Test"
998304,999033,"Freestyle Design: Variable Length"
998306,999035,"Freestyle Design: Variable Length"
998308,999037,"968: Final CASP11 Target Ts812: Sparse Data Contacts"
998312,999041,"Beginner Puzzle (<150): Docking Design"
998315,999044,"969: 75 Residue Monomer Design: Folded Sheets"
998318,999047,"GTPase Ras"
998325,999054,"HIV protease"
998328,999057,"970: Revisiting Puzzle 125: Ice Binding"
998330,999059,"Freestyle Design 40"
998343,999072,"971: Ebola glycoprotein peptide inhibitor design (REPOSTED as 971c)"
998350,999079,"Freestyle Design 200"
998358,999087,"971c: Ebola glycoprotein peptide inhibitor design"
998363,999092,"Beginner Puzzle (<150): Symmetry Design"
998368,999097,"972: 80 Residue Monomer Design: Pro Loops"
998375,999104,"GTPase Ras"
998376,999105,"973: Post-CASP Tc853: Server Model Contacts"
998387,999116,"974: Revisiting Puzzle 126: Ethanolamine Utilization"
998394,999123,"975: Ebola glycoprotein 30-residue inhibitory peptide design"
998397,999126,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
998399,999128,"Freestyle Design: Variable Length"
998405,999134,"977: Post-CASP Tc848: Server Model Contacts"
998406,999135,"976: Abeta binder full-length design"
998411,999140,"978: Revisiting Puzzle 134: Rice"
998421,999150,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
998422,999151,"Beginner Puzzle (<150): Parabacteroides Distasonis"
998423,999152,"Beginner Puzzle (<150): Easy Mini Freestyle"
998424,999153,"Beginner Puzzle (<150): Docking Design"
1998422,999157,"986b: Post-CASP TR774: Quest to the Native"
1998423,999158,"987b: Revisiting Puzzle 137: Rosetta Decoy"
1998424,999159,"988b: Post-CASP Tc824: Relaxed Contacts"
1998437,999172,"Freestyle Design 80"
1998439,999174,"Freestyle Design: Variable Length"
1998442,999177,"Freestyle Design 100"
1998459,999194,"989: Post-CASP TR857: Quest to the Native"
1998462,999197,"Freestyle Design 500"
1998468,999203,"990: Revisiting Puzzle 138: Rosetta Decoy 2"
1998469,999204,"991: 60 Residue Monomer Design: SS Design"
1998474,999209,"HIV protease"
1998480,999215,"Freestyle Design: Variable Length"
1998481,999216,"Freestyle Design 500"
1998482,999217,"Freestyle Design 500"
1998483,999218,"Freestyle Design 200"
1998485,999220,"Contest Template Test"
1998490,999225,"Beginner Puzzle (<150): Symmetry Design"
1998493,999228,"992: De-novo Freestyle 40: Low Power"
1998494,999229,"BETA Symmetry Debugging"
1998503,999238,"993: Post-CASP TR280: Quest to the Native"
1998509,999244,"994: Revisiting Puzzle 139: Rosetta Decoy 3"
1998513,999248,"Freestyle Design 200"
1998515,999250,"Freestyle Design 40"
1998520,999255,"995: 70 Residue Monomer Design: SS Design"
1998524,999259,"HIV protease"
1998525,999260,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
1998526,999261,"996: De-novo Freestyle 41: Low Power"
1998529,999264,"Freestyle Design 200"
1998534,999269,"Freestyle Design 100"
1998536,999271,"Freestyle Design 200"
1998548,999283,"997: Revisiting Puzzle 140: Rosetta Decoy 4"
1998550,999285,"Freestyle Design 200"
1998553,999288,"Freestyle Design: Variable Length"
1998555,999290,"998: 80 Residue Monomer Design: SS Design"
1998557,999292,"GTPase Ras"
1998560,999295,"HIV protease"
1998565,999300,"999: De-novo Freestyle 42: Low Power"
1998570,999305,"Freestyle Design: Variable Length"
1998572,999307,"1000: Breach Ebola's Defences!"
1998582,999317,"1002: 22 Residue Peptide Design"
1998585,999320,"Freestyle Design: Variable Length"
1998587,999322,"1001: De-novo Freestyle 43: Low Power"
1998588,999323,"1003: Revisiting Puzzle 141: Rosetta Decoy 5"
1998596,999331,"Beginner Puzzle (<150): Parabacteroides Distasonis"
1998599,999334,"SEAL MYOGLOBIN"
1998613,999348,"1004: 70 Residue Design Refinement"
1998618,999353,"SEAL MYOGLOBIN"
1998619,999354,"1005: De-novo Freestyle 44: Low Power"
1998630,999365,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
1998631,999366,"1006: Revisiting Puzzle 142: Rosetta Decoy 6"
1998633,999368,"Frizzled Design Puzzle Contest"
1998639,999374,"Freestyle Design 40"
1998641,999376,"GTPase Ras"
1998642,999377,"BETA: Electron Density Test Puzzle"
1998649,999384,"Freestyle Design 40"
1998651,999386,"1007: 90 Residue Monomer Design: SS Design"
1998655,999390,"Server models for T0743 Contest"
1998657,999392,"HIV protease"
1998660,999395,"1008: De-novo Freestyle 45: Low Power"
1998666,999401,"1009: Revisiting Puzzle 143: Rosetta Decoy 7"
1998667,999402,"Beginner Puzzle (<150): Docking Design"
1998673,999408,"HIV protease"
1998675,999410,"HIV protease"
1998677,999412,"Contest Template Test"
1998679,999414,"Frizzled Design Puzzle Contest"
1998682,999417,"BETA: Large Electron Density Puzzle"
1998685,999420,"Freestyle Design 200"
1998688,999423,"1010: Abeta Binder Redesign"
1998690,999425,"1011: De-novo Freestyle 46: Low Power"
1998696,999431,"1012: Unsolved De-novo Freestyle"
1998699,999434,"1013: Revisiting Puzzle 144: Rosetta Decoy 8"
1998700,999435,"Beginner Puzzle (<150): Symmetry Design"
1998704,999439,test
1998705,999440,test2
1998707,999442,"Foldit Biology: Lysozyme!"
1998708,999443,"Foldit Biology: Lysozyme!"
1998709,999444,"1014: 75 Residue Monomer Design: Core Existence"
1998711,999446,"Foldit Biology: Hemoglobin!"
1998728,999463,"Revisiting Puzzle 746: Electron Density "
1998729,999464,"1016: Unsolved VEGF protein: Server Starts"
1998731,999466,"Foldit Biology: Lysozyme!"
1998735,999470,"1015: Revisiting Puzzle 146: Rosetta Decoy 9"
1998738,999473,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
1998740,999475,"Freestyle Design 200"
1998744,999479,"Server models for T0743 Contest"
1998746,999481,"SEAL MYOGLOBIN"
1998748,999483,"1017: 85 Residue Monomer Design: More Sheets!"
1998749,999484,"1018: 65 Residue Symmetric Trimer Design (REPOSTED as 1018b)"
1998751,999486,"Freestyle Design 500"
1998754,999489,"Freestyle Design 200"
1998759,999494,"Freestyle Design 80"
1998775,999510,"Freestyle Symmetric Design: 80 Trimer"
1998776,999511,"1019: Revisiting Puzzle 147: Rosetta Decoy 10"
1998780,999515,"1018b: 65 Residue Symmetric Trimer Design"
1998782,999517,"Freestyle Design 40"
1998787,999522,"1020: Revisiting Electron Density Puzzle 663"
1998793,999528,"Freestyle Design 500"
1998795,999530,"Freestyle Design 150"
1998797,999532,"Nanog Transcription Factor"
1998799,999534,"Freestyle Design 150"
1998801,999536,"Freestyle Design 150"
1998803,999538,"Freestyle Design 200"
1998806,999541,"Beginner Puzzle (<150): Easy Mini Freestyle"
1998811,999546,"Freestyle Design: Variable Length"
1998814,999549,"Freestyle Design 40"
1998817,999552,"Frizzled Design Puzzle Contest"
1998820,999555,"Frizzled Design Puzzle Contest"
1998825,999560,"1021: 65 Residue Monomer Design: SS Design"
1998830,999565,"HIV protease"
1998831,999566,"1022: Revisiting Puzzle 148: Rosetta Decoy 11"
1998833,999568,"Beginner Puzzle (<150): Parabacteroides Distasonis"
1998835,999570,"Freestyle Design 80"
1998837,999572,"Freestyle Design 100"
1998838,999573,"Contest Template Test"
1998839,999574,"HIV protease"
1998840,999575,"Freestyle Design 20"
1998841,999576,"Freestyle Design: Variable Length"
1998843,999578,"HIV protease"
1998845,999580,"Freestyle Design 80"
1998847,999582,"Freestyle Design 100"
1998849,999584,"BIOC530 Final Exam"
1998855,999590,"Freestyle Design 20"
1998857,999592,"Freestyle Design: Variable Length"
1998864,999599,"HIV protease"
1998873,999608,"Freestyle Design 20"
1998874,999609,"1023: Revisiting Puzzle 150: Rosetta Decoy 12"
1998877,999612,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
1998881,999616,"1024: 75 Residue Monomer Design: Zero Cysteines"
1998887,999622,"Freestyle Design 40"
1998894,999629,"1025: Revisiting Electron Density Puzzle 724"
1998896,999631,"Frizzled Design Puzzle Contest"
1998901,999636,"1026: Revisiting Puzzle 153: Rosetta Decoy 13"
1998908,999643,"Beginner Puzzle (<150): Docking Design"
1998909,999644,"1027: 80 Residue Symmetric Tetramer Design"
1998910,999645,"Frizzled Design Puzzle Contest"
1998912,999647,"1027b: 80 Residue Symmetric Tetramer Design"
1998914,999649,"1028: Revisiting Electron Density Puzzle 730"
1998919,999654,"Freestyle Design: Variable Length"
1998923,999658,"Freestyle Design 20"
1998925,999660,"1029: 70 Residue Monomer Design: Zero Cysteines"
1998927,999662,"1030: Revisiting Puzzle 157: Rosetta Decoy 14"
1998928,999663,"1031: Revisiting Puzzle 165: Rosetta Decoy 15"
1998931,999666,"Beginner Puzzle (<150): Symmetry Design"
1999031,999766,"HIV protease"
2000151,1000886,"1032: De-novo Freestyle 46: Hand-folding Round"
2000161,1000896,"1033: 80 Residue Monomer Design: Zero Cysteines"
2000168,1000903,"1034: Revisiting Puzzle 52: Bacteria Energy"
2000178,1000913,"Freestyle Design 80"
2000180,1000915,"1035: Incredibly Difficult 95-residue Electron Density Design Puzzle"
2000191,1000926,"Freestyle Design 40"
2000196,1000931,"1036: De-novo Freestyle 46: Round 2"
2000199,1000934,"1037: 50 Residue Symmetric Pentamer Design"
2000208,1000943,"1038: Revisiting Puzzle 54: Human Fyn"
2000223,1000958,"Freestyle Design 150"
2000225,1000960,"Freestyle Design: Variable Length"
2000230,1000965,"1039: De-novo Freestyle 47: Hand-folding Round"
2000240,1000975,"1040: 65 Residue Monomer Design: Zero Cysteines"
2000243,1000978,"1041: Revisiting Puzzle 55: Scorpion Toxin"
2000246,1000981,"HIV protease"
2000249,1000984,"Freestyle Design 40"
2000251,1000986,"Freestyle Design 40"
2000260,1000995,"Freestyle Design 40"
2000263,1000998,"1042: De-novo Freestyle 47: Round 2"
2000272,1001007,"Shape Complementarity test"
2000279,1001014,"Freestyle Design 40"
2000281,1001016,"Freestyle Design 20"
2000284,1001019,"1043: 55 Residue Symmetric Hexamer Design"
2000289,1001024,"1044: Revisiting Puzzle 57: Beta-Neurotoxin"
2000292,1001027,"1045: VipB Cryo-EM Density: Ghost Density"
2000295,1001030,"Freestyle Design 40"
2000297,1001032,"Freestyle Design 150"
2000319,1001054,"Abeta Binder Piecewise Design"
2000321,1001056,"1046: Player-Solution Strand Redesign"
2000325,1001060,"SEAL MYOGLOBIN"
2000329,1001064,"1047: Revisiting Puzzle 58: Insulin Mutant"
2000332,1001067,"1048: 26 Residue Peptide Design"
2000336,1001071,"HIV protease"
2000338,1001073,"Freestyle Design 40"
2000340,1001075,"1049: VipB Cryo-EM Density"
2000367,1001102,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
2000368,1001103,"Beginner Puzzle (<150): Parabacteroides Distasonis"
2000369,1001104,"Beginner Puzzle (<150): Easy Mini Freestyle"
2000370,1001105,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
2000371,1001106,"Beginner Puzzle (<150): Symmetry Design"
2000372,1001107,"Beginner Puzzle (<150): Docking Design"
2000374,1001109,"SEAL MYOGLOBIN"
2000376,1001111,"Abeta Binder Piecewise Design"
2000378,1001113,"Freestyle Design 40"
2000380,1001115,"Freestyle Design 40"
2000384,1001119,"1050: Revisiting Puzzle 59: TCR Binding Protein"
2000387,1001122,"Freestyle Design: Variable Length"
2000389,1001124,"Abeta Binder Piecewise Design"
2000392,1001127,"Nanog Transcription Factor"
2000394,1001129,"Frizzled Design Puzzle Contest"
2000398,1001133,"1051: Symmetric De-novo Freestyle 48"
2000399,1001134,"1054: Vancomycin Binder: Shape Complementarity"
2000402,1001137,"1052: 80 Residue Symmetric Trimer Design"
2000414,1001149,"1053: Revisiting Puzzle 60: Beta Barrel"
2000423,1001158,"1055: Blind Electron Density 10: Autobuild Model"
2000426,1001161,"Freestyle Design 80"
2000431,1001166,"Freestyle Design 500"
2000433,1001168,"Freestyle Design 20"
2000435,1001170,"1056: Revisiting Puzzle 61: Designer Protein Top7"
2000442,1001177,"1057: 26 Residue Peptide Design: More Sheets!"
2000444,1001179,"Freestyle Design 100"
2000448,1001183,"Freestyle Design: Variable Length"
2000457,1001192,"1058: Player-Solution Trimer Redesign A"
2000458,1001193,"1059: Player-Solution Trimer Redesign B"
2000461,1001196,"GTPase Ras"
2000463,1001198,"GTPase Ras"
2000471,1001206,"1060: Revisiting Puzzle 62: Halorhodopsin"
2000472,1001207,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
2000475,1001210,"Freestyle Design 100"
2000481,1001216,"1061: De-novo Freestyle 49: Hand-folding Round"
2000483,1001218,"Freestyle Design 150"
2000485,1001220,"1062: 85 Residue Monomer Design: Zero Cysteines"
2000487,1001222,"Freestyle Design: Variable Length"
2000489,1001224,"Freestyle Design: Variable Length"
2000491,1001226,"Freestyle Design: Variable Length"
2000494,1001229,"Freestyle Design 150"
2000496,1001231,"1063: Revisiting Puzzle 63: Spinach Protein"
2000498,1001233,"Beginner Puzzle (<150): Docking Design"
2000500,1001235,"Freestyle Design 40"
2000507,1001242,"1064: De-novo Freestyle 49: Round 2"
2000510,1001245,"Freestyle Design 40"
2000512,1001247,"1064b: De-novo Freestyle 49: Round 2"
2000518,1001253,"1065: 90 Residue Monomer Design: Zero Cysteines"
2000521,1001256,"Beginner Puzzle (<150): Symmetry Design"
2000522,1001257,"1067: Unsolved VEGF protein: Domain 1"
2000524,1001259,"1066: Revisiting Puzzle 64: Thioredoxin"
2000547,1001282,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
2000548,1001283,"1068: 70 Residue Symmetric Dimer Design"
2000551,1001286,"1069: Revisiting Puzzle 66: Cytochrome"
2000554,1001289,"GTPase Ras"
2000558,1001293,"Freestyle Design 40"
2000562,1001297,"Freestyle Symmetric Design: 40 Trimer"
2000564,1001299,"Beginner Puzzle (<150): Easy Mini Freestyle"
2000567,1001302,"Freestyle Design 150"
2000569,1001304,"1070: 75 Residue Symmetric Dimer Design"
2000576,1001311,"1071: Blind Electron Density 10: Rosetta Model"
2000577,1001312,"1072: Revisiting Puzzle 67: Integrase"
2000582,1001317,"Freestyle Design 80"
2000584,1001319,"Freestyle Design: Variable Length"
2000587,1001322,"Freestyle Design 20"
2000589,1001324,"Freestyle Design: Variable Length"
2000594,1001329,"Beginner Puzzle (<150): Parabacteroides Distasonis"
2000597,1001332,"1073: Marburg Binder Design with Disulfides"
2000599,1001334,"Contest Template Test"
2000600,1001335,"1074: Revisiting Puzzle 68: Bos Taurus"
2000602,1001337,"Freestyle Design: Variable Length"
2000603,1001338,"1075: 75 Residue Monomer Design: More Sheets!"
2000609,1001344,"Freestyle Design 20"
2000611,1001346,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
2000617,1001352,"hbond network test"
2000618,1001353,"1076: Vancomycin Binder Design"
2000622,1001357,"Hydrogen Bond Network Test"
2000624,1001359,"1077: Revisiting Puzzle 69: Scorpion Toxin"
2000633,1001368,"1078: 90 Residue Monomer Design: More Sheets!"
2000636,1001371,"Beginner Puzzle (<150): Docking Design"
2000638,1001373,"Freestyle Design 40"
2000641,1001376,"Freestyle Design: Variable Length"
2000644,1001379,"1079: Blind Electron Density 11"
2000646,1001381,"1080: Revisiting Puzzle 70: Nucleosome Protein"
2000648,1001383,"Freestyle Design 500"
2000649,1001384,"Contest Template Test"
2000651,1001386,"Contest Template Test"
2000653,1001388,"Freestyle Design: Variable Length"
2000655,1001390,"1081: De-novo Freestyle 50: Hand-folding Round"
2000659,1001394,"Hydrogen Bond Network Test 2"
2000662,1001397,"Freestyle Design 200"
2000663,1001398,"HIV protease"
2000664,1001399,"Beginner Puzzle (<150): Symmetry Design"
2000665,1001400,"1082: Player-Solution Redesign"
2000671,1001406,"1083: Revisiting Puzzle 71: Crystallin"
2000678,1001413,"1084: De-novo Freestyle 50: Round 2"
2000685,1001420,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
2000687,1001422,"1085: Player-Solution Redesign"
2000691,1001426,"Freestyle Design 500"
2000694,1001429,"Freestyle Design 500"
2000696,1001431,"1086: Revisiting Puzzle 72: Citric Acid Cycle"
2000704,1001439,"Freestyle Design 80"
2000706,1001441,"Freestyle Design 500"
2000708,1001443,"hbond network test 3"
2000709,1001444,"Hydrogen Bond Network Test 3"
2000712,1001447,"Beginner Puzzle (<150): Easy Mini Freestyle"
2000714,1001449,"1087: Hydrogen Bond Network Filter"
2000716,1001451,"Freestyle Design 20"
2000718,1001453,"Freestyle Design 20"
2000726,1001461,"1088: Blind Electron Density 12: N-terminus"
2000728,1001463,"1089: Revisiting Puzzle 73: Polycystein"
2000730,1001465,"HIV protease"
2000737,1001472,"Freestyle Design 20"
2000740,1001475,"Freestyle Design: Variable Length"
2000743,1001478,"1090: 80 Residue Symmetric Dimer Design"
2000745,1001480,"Beginner Puzzle (<150): Parabacteroides Distasonis"
2000749,1001484,"Freestyle Design 40"
2000753,1001488,"GTPase Ras"
2000754,1001489,"1091: Blind Electron Density 12: C-terminus"
2000757,1001492,"1092: Revisiting Puzzle 74: Platypus Venom"
2000765,1001500,"1093: 75 Residue Monomer Design: Best Fragments"
2000771,1001506,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
2000778,1001513,"1094: De-novo Freestyle 51: Hand-folding Round"
2000780,1001515,"Abeta Binder Piecewise Design"
2000785,1001520,"1095: Revisiting Puzzle 75: Antifreeze Protein"
2000790,1001525,"1096: 70 Residue Monomer Design: Best Fragments"
2000793,1001528,"Hydrogen Bond Network Asymmetric Test"
2000795,1001530,"Beginner Puzzle (<150): Docking Design"
2000800,1001535,"1097: Asymmetric Hydrogen Bond Networks"
2000801,1001536,"1098: De-novo Freestyle 51: Round 2"
2000804,1001539,"Freestyle Design: Variable Length"
2000806,1001541,"Freestyle Design: Variable Length"
2000808,1001543,"Freestyle Design 80"
2000809,1001544,"Frizzled Design Puzzle Contest"
2000813,1001548,"1099: Revisiting Puzzle 76: Plant Seed Protein"
2000816,1001551,"HIV protease"
2000819,1001554,"Beginner Puzzle (<150): Symmetry Design"
2000824,1001559,"1100: Vancomycin Binder Design: Hydrogen Bond Network"
2000825,1001560,"Hydrogen Bond Network Filter: Symmetry Debugging"
2000833,1001568,"Freestyle Design 500"
2000837,1001572,"Freestyle Design 80"
2000838,1001573,"1101: Revisiting Puzzle 77: Copper Chaperone"
2000840,1001575,"1102: Integrated Abeta Design"
2000841,1001576,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
2000842,1001577,"1103: Asymmetric Trimer Design: Hydrogen Bond Network"
2000844,1001579,"1104: Revisiting Puzzle 79: Pheromone"
2000846,1001581,"HIV protease"
2000852,1001587,"Freestyle Design 40"
2000856,1001591,"1105: De-novo Freestyle 52: Hand-folding Round"
2000859,1001594,"Beginner Puzzle (<150): Easy Mini Freestyle"
2000862,1001597,"1106: 80 Residue Monomer Design: Best Fragments"
2000866,1001601,"GTPase Ras"
2000886,1001621,"1107: Revisiting Puzzle 80: Calcium Channel Blocker"
2000891,1001626,"Freestyle Design: Variable Length"
2000893,1001628,"Freestyle Design 500"
2000902,1001637,"1108:  Compact 37-Residue Marburg Virus Inhibitor Design"
2000903,1001638,"Beginner Puzzle (<150): Parabacteroides Distasonis"
2000906,1001641,"1109: 80 Residue Symmetric Dimer Design: HBNet"
2000909,1001644,"Freestyle Design 500"
2000910,1001645,"Contest Template Test"
2000914,1001649,"HIV protease"
2000916,1001651,"HIV protease"
2000920,1001655,"Freestyle Design 40"
2000923,1001658,"1110: Revisiting Puzzle 81: Calcium Ion Binding Protein"
2000926,1001661,"1111: Unsolved De-novo Freestyle 53"
2000929,1001664,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
2000931,1001666,"Freestyle Design 150"
2000933,1001668,"Freestyle Design 150"
2000934,1001669,"Freestyle Design: Variable Length"
2000937,1001672,"1112:  Compact 25-residue Marburg virus inhibitor"
2000940,1001675,"Freestyle Design 100"
2000942,1001677,"SEAL MYOGLOBIN"
2000944,1001679,"HIV protease"
2000945,1001680,"1113: Revisiting Puzzle 82: Cytotoxin"
2000948,1001683,"Freestyle Design 80"
2000950,1001685,"Freestyle Symmetric Design: 40 Dimer"
2000953,1001688,"1114: Unsolved De-novo Freestyle 53: Predicted Contacts"
2000955,1001690,"Beginner Puzzle (<150): Docking Design"
2000961,1001696,"1115: 80 Residue Symmetric Trimer Design: HBNet"
2000963,1001698,"Freestyle Design 40"
2000966,1001701,"1116: Revisiting Puzzle 83: Cardiotoxin"
2000967,1001702,"1117: Ultra-compact 17-residue Marburg virus inhibitor"
2000971,1001706,"HBNet gallery"
2000974,1001709,"Beginner Puzzle (<150): Symmetry Design"
2000977,1001712,"1118: 80 Residue Symmetric Trimer Design: Satisfied H-bonds"
2000980,1001715,"Freestyle Design 20"
2000982,1001717,"HIV protease"
2000983,1001718,"1119: Revisiting Puzzle 84: Giant Anemone"
2000987,1001722,"Freestyle Design 40"
2000990,1001725,"Freestyle Design: Variable Length"
2000992,1001727,"Beginner Puzzle (<150): Mini Arabidopsis Multi-Start Puzzle"
2000994,1001729,"GTPase Ras"
2000995,1001730,"1120: Unsolved De-novo Freestyle 54"
2000997,1001732,"Freestyle Design: Variable Length"
2000999,1001734,"Freestyle Design: Variable Length"
2001007,1001742,"Freestyle Symmetric Design: 80 Trimer"
2001009,1001744,"HIV protease"
2001011,1001746,"1122: Revisiting Puzzle 85: Cell Adhesion Protein"
2001014,1001749,"1121:  Ultra-compact 17-residue Marburg glycoprotein inhibitor design 2"
2001015,1001750,"1121b: Ultra-compact 17-residue Marburg glycoprotein inhibitor design 2"
2001017,1001752,"Freestyle Design 40"
2001019,1001754,"Freestyle Design: Variable Length"
2001020,1001755,"Beginner Puzzle (<150): Easy Mini Freestyle"
2001022,1001757,"1123: Unsolved De-novo Freestyle 54: Predicted Contacts"
2001024,1001759,"HIV protease"
2001038,1001773,"1124: Revisiting Puzzle 86: Nematode"
2001043,1001778,"Freestyle Design 40"
2001044,1001779,"1125: 60 Residue Monomer Design"
2001045,1001780,"C2N drug design"
2001046,1001781,"Beginner Puzzle (<150): Parabacteroides Distasonis"
2001054,1001789,"1126: De-novo Freestyle 55"
2001062,1001797,"Freestyle Design 40"
2001065,1001800,"HIV protease"
2001066,1001801,"1127: Revisiting Puzzle 87: Zinc Binding Protein"
2001074,1001809,"1128: 70 Residue Symmetric Dimer Design: Satisfied H-bonds"
2001075,1001810,"Beginner Puzzle (<150): Staphylococcus Aureus Electron Density"
2001081,1001816,"1129: Unsolved De-novo Freestyle 56"
2001087,1001822,"1130: Revisiting Puzzle 88: Monocyte"
2001090,1001825,"1130b: Revisiting Puzzle 88: Monocyte"
2001100,1001835,"Beginner Puzzle (<150): Docking Design"
2001101,1001836,"1131: 60 Residue Symmetric Trimer: Satisfied H-bonds"
2001112,1001847,"electron density encryption"
2001113,1001848,"1132: Unsolved De-novo Freestyle 56: Predicted Contacts"
2001117,1001852,"1133: Revisiting Puzzle 89: Cow Eye"
2001124,1001859,"1134: 60 Residue Symmetric Dimer Design: Satisfied H-bonds"
2001130,1001865,"Beginner Puzzle (<150): Symmetry Design"
